Open,High,Low,Close,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband
61.38205337524414,61.38205337524414,59.59999465942383,59.897003173828125,33.86855697631836,39300705,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
59.302982330322266,59.40198516845703,58.80796813964844,58.80796813964844,33.25275802612305,35123067,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
58.70896530151367,59.79800033569336,57.91693878173828,59.40198516845703,33.58864974975586,48851900,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
56.431888580322266,57.42192077636719,55.24384689331055,55.24384689331055,31.23744010925293,104088436,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
55.24384689331055,56.03587341308594,54.94683837890625,55.441856384277344,31.349403381347656,47704464,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
54.451820373535156,56.431888580322266,53.95680618286133,56.431888580322266,31.909212112426758,45426762,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
56.431888580322266,56.82789993286133,54.74883270263672,55.14484405517578,31.181455612182617,61813083,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
55.54085922241211,55.54085922241211,54.15481185913086,54.451820373535156,30.789596557617188,72260208,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
55.93687057495117,56.233882904052734,54.15481185913086,54.35281753540039,30.733617782592773,77963047,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
54.847835540771484,57.32291793823242,54.64982986450195,56.926902770996094,32.189117431640625,98374485,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
55.045841217041016,55.639862060546875,54.35281753540039,54.847835540771484,31.01352310180664,79288255,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
55.045841217041016,55.837867736816406,53.95680618286133,54.15481185913086,30.621652603149414,51692209,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
53.461788177490234,54.35281753540039,52.76876449584961,54.055809020996094,30.565673828125,66086677,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
54.055809020996094,54.15481185913086,52.76876449584961,52.76876449584961,29.837919235229492,43136940,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
49.10564422607422,50.59069061279297,49.10564422607422,49.10564422607422,27.766616821289062,88136444,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
50.4916877746582,50.88770294189453,49.89767074584961,50.4916877746582,28.55034828186035,78966044,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
53.95680618286133,53.95680618286133,52.57075881958008,53.16477966308594,30.061843872070312,72080416,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
54.451820373535156,55.441856384277344,54.451820373535156,54.94683837890625,31.06950569152832,50756887,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
54.847835540771484,54.847835540771484,53.461788177490234,53.659793853759766,30.34174346923828,39967349,223.9812,223.9812,223.9812,223.9812,235.2006,211.9129
55.34284973144531,56.431888580322266,55.045841217041016,56.431888580322266,31.909212112426758,58653592,54.9864,44.1077,54.9864,2.6508,235.2006,211.9129
