Date,Open,High,Low,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,Close,CloseY
2021-03-11,596,612,595,568.6447144,54416046,624.25,49.4898,624.25,21.6937,667.6374,580.8626,610.2532428,611.0878643,-0.834621462,5.017438267,-5.852059729,609,614
2021-03-12,615,618,609,573.3134155,33168846,623.35,45,623.35,21.7286,666.8072,579.8928,610.829667,611.303578,-0.473911038,3.919168406,-4.393079443,614,611
2021-03-15,614,614,609,570.5122681,27416758,622.4,44.7514,622.4,21.8377,666.0754,578.7246,610.8558721,611.2810908,-0.425218699,3.050290985,-3.475509684,611,613
2021-03-16,610,613,607,572.3796387,36949425,621.7,46.1111,621.7,21.9067,665.5134,577.8866,611.1857379,611.4084174,-0.222679474,2.395696893,-2.618376367,613,604
2021-03-17,612,612,602,566.2857056,39517807,620.3,42.3913,620.3,22.1076,664.5152,576.0848,610.0802398,610.8596457,-0.779405957,1.760676323,-2.54008228,604,602
2021-03-18,606,609,602,564.4104004,29415526,617.25,30.3226,617.25,20.0155,657.281,577.219,608.837126,610.2033757,-1.366249714,1.135291116,-2.50154083,602,591
2021-03-19,594,598,591,554.0974121,70866028,613.8,28.8344,613.8,18.1154,650.0308,577.5692,606.0929527,608.7809034,-2.687950667,0.370642759,-3.058593426,591,593
2021-03-22,588,598,586,555.9723511,34089033,610.85,31.2102,610.85,16.2781,643.4062,578.2938,604.0786523,607.6119476,-3.53329528,-0.410144849,-3.123150431,593,594
2021-03-23,597,603,593,556.9099121,29374037,608.05,32.0513,608.05,13.8202,635.6904,580.4096,602.5280904,606.6036552,-4.07556476,-1.143228831,-2.932335929,594,576
2021-03-24,571,582,571,540.0338745,107253959,604.8,30.303,604.8,13.2966,631.3932,578.2068,598.4468457,604.3367178,-5.88987202,-2.092557469,-3.797314551,576,575
2021-03-25,572,581,570,539.0963745,67833354,602.3,33.3333,602.3,13.9816,630.2632,574.3368,594.8396387,602.1636276,-7.323988852,-3.138843745,-4.185145107,575,590
2021-03-26,582,592,580,553.159729,36829858,600.05,35.4839,600.05,11.9096,623.8692,576.2308,594.0950789,601.2626181,-7.167539204,-3.944582837,-3.222956367,590,599
2021-03-29,599,602,596,561.5977173,37884733,599.7,47.4074,599.7,11.8282,623.3564,576.0436,594.8496821,601.0950168,-6.245334617,-4.404733193,-1.840601424,599,597
2021-03-30,600,600,592,559.7226563,33099123,599.1,45.5224,599.1,11.6343,622.3686,575.8314,595.1805003,600.7916822,-5.611181911,-4.646022937,-0.965158974,597,587
2021-03-31,596,597,587,550.3470459,38790886,597.35,36.6412,597.35,10.5943,618.5386,576.1614,593.9219618,599.7700761,-5.848114328,-4.886441215,-0.961673113,587,602
2021-04-01,598,602,594,564.4104004,43091157,597.4,50.4,597.4,10.6148,618.6296,576.1704,595.1647369,599.9352557,-4.770518764,-4.863256725,0.092737961,602,610
2021-04-07,614,614,608,571.9108276,24603109,597.85,53.3835,597.85,10.9606,619.7712,575.9288,597.4470851,600.6807923,-3.233707211,-4.537346822,1.303639611,610,613
2021-04-08,606,613,603,574.7236328,23976625,598.6,55.6391,598.6,11.4726,621.5452,575.6548,599.8398412,601.5933262,-1.753484972,-3.980574452,2.22708948,613,610
2021-04-09,618,618,609,571.9108276,27303862,599.35,55.6391,599.35,11.7127,622.7754,575.9246,601.4029426,602.2160428,-0.813100199,-3.347079601,2.533979403,610,605
2021-04-12,612,613,603,567.2230835,22606128,599.75,52.9412,599.75,11.7647,623.2794,576.2206,601.956336,602.4222618,-0.465925801,-2.770848841,2.30492304,605,605
2021-04-13,604,613,604,567.2230835,25971622,599.55,48.3871,599.55,11.6324,622.8148,576.2852,602.424592,602.6132054,-0.188613372,-2.254401747,2.065788376,605,612
2021-04-14,608,612,600,573.7860718,30077913,599.45,49.2063,599.45,11.5096,622.4692,576.4308,603.8977317,603.3085235,0.589208199,-1.685679758,2.274887957,612,619
2021-04-15,612,619,607,580.348938,33530942,599.85,53.0769,599.85,12.0581,623.9662,575.7338,606.2211576,604.4708551,1.750302499,-0.998483307,2.748785806,619,610
2021-04-16,610,611,603,571.9108276,48507383,599.7,48.9051,599.7,11.9036,623.5072,575.8928,606.802518,604.8804214,1.92209658,-0.414367329,2.336463909,610,603
2021-04-19,605,607,601,565.3480225,24231637,599.65,49.6296,599.65,11.8866,623.4232,575.8768,606.2175152,604.7411309,1.476384289,-0.036217006,1.512601295,603,602
2021-04-20,598,602,595,564.4104004,34771635,599.65,50,599.65,11.8866,623.4232,575.8768,605.5686667,604.5380842,1.030582531,0.177142902,0.85343963,602,592
2021-04-21,599,599,592,555.0349731,38458220,599.7,50.3759,599.7,11.8504,623.4008,575.9992,603.4811795,603.6093372,-0.128157678,0.116082786,-0.244240464,592,591
2021-04-22,596,598,591,554.0974121,33868521,599.6,49.2424,599.6,11.9181,623.4362,575.7638,601.5609981,602.6753122,-1.114314165,-0.129996604,-0.984317561,591,602
2021-04-23,592,602,590,564.4104004,27754511,600,52.8169,600,11.8544,623.7088,576.2912,601.6285368,602.6252891,-0.996752277,-0.303347739,-0.693404538,602,610
2021-04-26,605,610,603,571.9108276,30887664,601.7,62.8788,601.7,10.6034,622.9068,580.4932,602.9164542,603.171564,-0.255109746,-0.29370014,0.038590394,610,610
2021-04-27,608,611,605,571.9108276,26317481,603.45,63.3588,603.45,8.6783,620.8066,586.0934,604.0062305,603.6773741,0.32885645,-0.169188822,0.498045273,610,602
2021-04-28,606,608,601,564.4104004,24024054,604.05,54.8387,604.05,8.0947,620.2394,587.8606,603.6975797,603.5531241,0.144455533,-0.106459951,0.250915485,602,600
2021-04-29,609,609,600,562.5352783,31828333,604.1,50.4274,604.1,8.0649,620.2298,587.9702,603.1287212,603.2899297,-0.161208496,-0.11740966,-0.043798836,600,588
2021-05-03,595,597,588,551.2846069,41762441,603.65,46.4567,603.65,8.7074,621.0648,586.2352,600.8012257,602.1573424,-1.356116684,-0.365151065,-0.990965619,588,591
2021-05-04,588,594,582,554.0974121,40273595,603.85,51.6667,603.85,8.3431,620.5362,587.1638,599.2933448,601.3308726,-2.037527752,-0.699626402,-1.33790135,591,585
2021-05-05,594,594,585,548.4719849,29254785,603,42.3423,603,9.3471,621.6942,584.3058,597.0943687,600.1211783,-3.026809612,-1.165063044,-1.861746568,585,587
2021-05-06,590,590,580,550.3470459,30725590,601.85,39.0476,601.85,9.8423,621.5346,582.1654,595.5413889,599.1492392,-3.607850276,-1.653620491,-1.954229785,587,599
2021-05-07,594,600,589,561.5977173,28075722,601.15,43.8596,601.15,9.4994,620.1488,582.1512,596.0734829,599.1381844,-3.064701505,-1.935836693,-1.128864812,599,589
2021-05-10,596,597,588,552.2221069,20434079,600.1,41.3223,600.1,9.6295,619.359,580.841,594.9852548,598.3872078,-3.401953021,-2.229059959,-1.172893062,589,571
2021-05-11,579,580,570,535.3462524,59349193,598.4,37.3134,598.4,11.5321,621.4642,575.3358,591.2952156,596.3585257,-5.063310157,-2.795909998,-2.267400158,571,560
2021-05-12,567,571,518,525.03302,131741482,596.15,34.4828,596.15,14.247,624.644,567.656,586.480567,593.6653016,-7.184734578,-3.673674914,-3.511059663,560,547
2021-05-13,547,563,541,512.8447266,66765627,592.9,28.4768,592.9,17.4865,627.873,557.927,580.4066336,590.2086126,-9.801978958,-4.899335723,-4.902643235,547,557
2021-05-14,556,562,552,522.2203369,37533726,589.8,29.8701,589.8,18.1009,626.0018,553.5982,576.8056131,587.7487154,-10.94310229,-6.108089036,-4.835013252,557,549
2021-05-17,544,558,541,514.7197876,56270958,586.75,30.0654,586.75,19.5956,625.9412,547.5588,572.5278264,584.8784401,-12.3506137,-7.356593969,-4.994019733,549,572
2021-05-18,563,573,555,536.2837524,43689316,585.2,40.8284,585.2,19.4682,624.1364,546.2636,572.4466224,583.9244816,-11.47785924,-8.180847024,-3.297012218,572,567
2021-05-19,571,572,565,531.5958252,28908777,583.45,39.8844,583.45,19.4516,622.3532,544.5468,571.6086805,582.6708163,-11.06213584,-8.757104787,-2.305031053,567,567
2021-05-20,567,571,560,531.5958252,29709287,582.2,42.3313,582.2,19.6753,621.5506,542.8494,570.8996527,581.5100151,-10.6103624,-9.127756309,-1.482606088,567,573
2021-05-21,572,577,568,537.2211914,27376731,581.3,44.6429,581.3,19.6632,620.6264,541.9736,571.2227831,580.8796436,-9.656860555,-9.233577158,-0.423283397,573,568
2021-05-24,570,572,566,532.5335083,15629736,579.6,39.5062,579.6,19.2447,618.0894,541.1106,570.7269703,579.9255959,-9.198625658,-9.226586858,0.0279612,568,583
2021-05-25,576,584,573,546.5969238,33039911,578.25,42.0118,578.25,17.8999,614.0498,542.4502,572.6151287,580.1533296,-7.538200874,-8.888909661,1.350708787,583,585
2021-05-26,587,588,581,548.4719849,18703987,577,42.6901,577,16.3739,609.7478,544.2522,574.5204935,580.5123422,-5.991848683,-8.309497466,2.317648783,585,582
2021-05-27,580,582,573,545.6593018,62169719,576,43.9759,576,15.3452,606.6904,545.3096,575.6711868,580.6225391,-4.951352252,-7.637868423,2.686516171,582,590
2021-05-28,587,592,582,553.159729,29086873,575.5,47.093,575.5,14.6701,604.8402,546.1598,577.8756196,581.3171658,-3.44154619,-6.798603976,3.357057786,590,597
2021-05-31,595,597,590,559.7226563,30657474,575.95,52.6946,575.95,15.2021,606.3542,545.5458,580.817832,582.4788572,-1.661025245,-5.77108823,4.110062985,597,598
2021-06-01,598,599,595,560.6602783,17818326,576.3,52.1212,576.3,15.641,607.582,545.018,583.4612424,583.6285715,-0.167329061,-4.650336396,4.483007336,598,595
2021-06-02,600,600,593,557.8475342,21872755,576.8,53.0864,576.8,16.0873,608.9746,544.6254,585.2364359,584.4708995,0.765536372,-3.567161843,4.332698215,595,596
2021-06-03,600,600,596,558.7850342,21077164,577.25,52.795,577.25,16.508,610.266,544.234,586.8923689,585.324907,1.567461867,-2.540237101,4.107698968,596,595
2021-06-04,591,595,590,557.8475342,15756180,577.05,48.6667,577.05,16.2529,609.5558,544.5442,588.1396967,586.0415805,2.098116179,-1.612566445,3.710682624,595,592
2021-06-07,594,595,583,555.0349731,17077625,577.2,51.049,577.2,16.3823,609.9646,544.4354,588.7335895,586.4829449,2.250644587,-0.839924238,3.090568825,592,589
2021-06-08,590,595,588,552.2221069,13396324,578.1,57.0312,578.1,16.5176,611.1352,545.0648,588.7745758,586.6693935,2.10518229,-0.250902933,2.356085223,589,586
2021-06-09,586,588,583,549.4095459,20023490,579.4,60.8333,579.4,16.0342,611.4684,547.3316,588.347718,586.6198088,1.727909182,0.14485949,1.583049692,586,599
2021-06-10,591,599,587,561.5977173,28527745,582,71.6667,582,14.6611,611.3222,552.6778,589.9865306,587.53686,2.449670603,0.605821713,1.84384889,599,602
2021-06-11,602,603,600,564.4104004,24227710,584.25,69.9115,584.25,14.0633,612.3766,556.1234,591.8347566,588.6082037,3.226552963,1.129967963,2.096585,602,609
2021-06-15,607,609,606,570.9732666,26012250,587.25,76.7857,587.25,12.4557,612.1614,562.3386,594.4755633,590.1187071,4.356856202,1.775345611,2.581510592,609,605
2021-06-16,608,608,605,567.2230835,25856919,588.9,67.7419,588.9,12.5148,613.9296,563.8704,596.0947074,591.2210251,4.873682316,2.395012952,2.478669365,605,606
2021-06-17,601,606,598,570.5181274,22872361,590.85,71.9101,590.85,11.9485,614.747,566.953,597.6185986,592.315764,5.302834602,2.976577282,2.32625732,606,603
2021-06-18,608,608,601,567.6937866,32652017,592.65,69.5652,592.65,10.8253,614.3006,570.9994,598.4465065,593.1071889,5.339317622,3.44912535,1.890192272,603,583
2021-06-21,590,594,583,548.8649292,44279632,593.15,54.717,593.15,10.0749,613.2998,573.0002,596.0701209,592.3585082,3.711612664,3.501622813,0.209989852,583,578
2021-06-22,585,588,578,544.1575928,27823974,593.65,54.717,593.65,8.9459,611.5418,575.7582,593.2901023,591.294915,1.995187269,3.200335704,-1.205148435,578,595
2021-06-23,583,598,581,560.1622925,34392376,594.25,55.5556,594.25,8.5893,611.4286,577.0714,593.5531635,591.5693658,1.983797716,2.957028106,-0.97323039,595,590
2021-06-24,598,598,588,555.4550171,16524230,594.5,52.2523,594.5,8.376,611.252,577.748,593.0065229,591.4531164,1.553406498,2.676303785,-1.122897287,590,591
2021-06-25,598,598,589,556.3965454,18841696,594.95,54.1284,594.95,7.8972,610.7444,579.1556,592.6978271,591.4195523,1.278274842,2.396697996,-1.118423154,591,590
2021-06-28,590,590,586,555.4550171,15028407,594.95,50,594.95,7.8972,610.7444,579.1556,592.2827768,591.3144002,0.968376538,2.111033705,-1.142657166,590,595
2021-06-29,598,598,591,560.1622925,28659610,594.85,49,594.85,7.8825,610.615,579.085,592.7008111,591.5874076,1.11340349,1.911507662,-0.798104171,595,595
2021-06-30,599,599,595,560.1622925,24883853,594.7,48.4848,594.7,7.8479,610.3958,579.0042,593.0545325,591.8401922,1.214340237,1.772074177,-0.55773394,595,593
2021-07-01,596,597,591,558.2792969,18250994,594.6,48.9796,594.6,7.8566,610.3132,578.8868,593.0461429,591.9261039,1.120038938,1.641667129,-0.521628191,593,588
2021-07-02,590,593,587,553.5721436,18322419,594.2,46.0784,594.2,7.9842,610.1684,578.2316,592.2698132,591.6352814,0.634531779,1.440240059,-0.80570828,588,591
2021-07-05,588,597,588,556.3965454,28836816,594,48.0769,594,8.0131,610.0262,577.9738,592.0744573,591.5882235,0.486233785,1.249438804,-0.763205019,591,592
2021-07-06,595,596,589,557.3380737,12997112,594,50,594,8.0131,610.0262,577.9738,592.0630023,591.6187255,0.444276853,1.088406414,-0.644129561,592,594
2021-07-07,590,594,588,559.2207642,16966158,594.25,52.4752,594.25,7.9265,610.103,578.397,592.361002,591.7951162,0.565885787,0.983902289,-0.418016501,594,588
2021-07-08,595,595,588,553.5721436,21140426,594.35,50.9615,594.35,7.8289,610.0078,578.6922,591.6900786,591.5139965,0.176082123,0.822338255,-0.646256133,588,584
2021-07-09,582,585,580,549.8063965,29029415,593.6,42.1053,593.6,8.0747,609.7494,577.4506,590.5069896,590.9574042,-0.450414561,0.567787692,-1.018202253,584,593
2021-07-12,595,597,590,558.2792969,31304547,593.15,45.5446,593.15,7.8289,608.8078,577.4922,590.8905297,591.1087075,-0.218177894,0.410594575,-0.628772469,593,607
2021-07-13,600,608,599,571.4595947,52540315,593.05,49.0741,593.05,7.626,608.302,577.798,593.3689097,592.2858403,1.083069385,0.545089537,0.537979848,607,613
2021-07-14,613,615,608,577.1083374,38418875,593.45,53.6364,593.45,8.4509,610.3518,576.5482,596.3890774,593.8202225,2.568854924,0.949842614,1.61901231,613,614
2021-07-15,613,614,608,578.0497437,22012834,593.85,53.6364,593.85,9.2297,612.3094,575.3906,599.0984501,595.3150209,3.783429293,1.51655995,2.266869343,614,589
2021-07-16,591,595,588,554.5134888,57970545,593.15,44.697,593.15,9.0279,611.2058,575.0942,597.5448424,594.8472415,2.697600901,1.75276814,0.944832761,589,582
2021-07-19,583,584,578,547.9234619,40644341,593.1,49.5798,593.1,9.0896,611.2792,574.9208,595.1533282,593.895594,1.257734202,1.653761352,-0.396027151,582,581
2021-07-20,579,584,579,546.9819946,15354333,593.25,51.3043,593.25,8.8489,610.9478,575.5522,592.9758931,592.9403648,0.035528278,1.330114738,-1.294586459,581,585
2021-07-21,586,586,580,550.7478027,25828732,592.75,45.098,592.75,9.0255,610.801,574.699,591.7488326,592.3521897,-0.603357027,0.943420385,-1.546777412,585,591
2021-07-22,589,594,587,556.3965454,26058172,592.8,50.4854,592.8,9.0123,610.8246,574.7754,591.6336276,592.2520275,-0.61839985,0.631056338,-1.249456187,591,585
2021-07-23,592,592,583,550.7478027,15271451,592.5,47.2222,592.5,9.1738,610.8476,574.1524,590.6130695,591.7148402,-1.101770724,0.284490926,-1.386261649,585,580
2021-07-26,591,591,580,546.0404663,21619179,592,45.5357,592,9.5807,611.1614,572.8386,588.9802896,590.8470743,-1.866784705,-0.145764201,-1.721020505,580,580
2021-07-27,581,584,580,546.0404663,17785992,591.25,42.9907,591.25,9.9148,611.0796,571.4204,587.5987066,590.0435873,-2.444880734,-0.605587507,-1.839293227,580,579
2021-07-28,576,579,573,545.0990601,36158305,590.45,42.5926,590.45,10.2365,610.923,569.977,586.2758286,589.2255438,-2.949715164,-1.074413039,-1.875302125,579,583
2021-07-29,585,585,577,548.8649292,23224896,589.95,45.4545,589.95,10.349,610.648,569.252,585.771855,588.7643924,-2.992537408,-1.458037913,-1.534499496,583,580
2021-07-30,581,582,578,546.0404663,18999281,589.55,46.2963,589.55,10.5804,610.7108,568.3892,584.8838773,588.1151782,-3.231300848,-1.8126905,-1.418610348,580,590
2021-08-02,583,590,580,555.4550171,23482491,589.5,49.5652,589.5,10.5755,610.651,568.349,585.6709731,588.2547946,-2.583821482,-1.966916696,-0.616904786,590,594
2021-08-03,594,594,590,559.2207642,22747702,589.6,50.8475,589.6,10.6098,610.8196,568.3804,586.9523619,588.6803654,-1.728003501,-1.919134057,0.191130556,594,596
2021-08-04,598,598,594,561.1036987,20313271,589.7,50.8475,589.7,10.6628,611.0256,568.3744,588.3443062,589.2225605,-0.87825433,-1.710958112,0.832703782,596,596
2021-08-05,598,598,593,561.1036987,15116242,590.1,53.5714,590.1,10.7454,611.5908,568.6092,589.5221052,589.7245931,-0.202487836,-1.409264057,1.20677622,596,591
2021-08-06,596,596,588,556.3965454,13687213,590.45,53.0973,590.45,10.6498,611.7496,569.1504,589.7494737,589.8190677,-0.069593999,-1.141330045,1.071736046,591,595
2021-08-09,590,595,583,560.1622925,17390951,590.55,50.9259,590.55,10.6843,611.9186,569.1814,590.5572469,590.2028404,0.354406518,-0.842182732,1.196589251,595,591
2021-08-10,596,596,589,556.3965454,17190865,589.75,41.8367,589.75,9.9624,609.6748,569.8252,590.6253628,590.2618893,0.363473516,-0.601051483,0.964524998,591,590
2021-08-11,590,590,585,555.4550171,19969687,588.6,37.6344,588.6,8.3313,605.2626,571.9374,590.5291531,590.2424901,0.28666306,-0.423508574,0.710171634,590,586
2021-08-12,586,588,584,551.68927,15444622,587.2,35.4167,587.2,5.8092,598.8184,575.5816,589.8323603,589.9282316,-0.095871206,-0.357981101,0.262109895,586,581
2021-08-13,585,585,579,546.9819946,22524428,586.8,44.7368,586.8,5.9524,598.7048,574.8952,588.4735357,589.2668811,-0.793345389,-0.445053958,-0.348291431,581,584
2021-08-16,582,586,578,549.8063965,19315705,586.9,51.3889,586.9,5.884,598.668,575.132,587.7852994,588.8767417,-1.091442309,-0.574331628,-0.517110681,584,584
2021-08-17,584,584,584,549.8063965,0,587.05,52.1127,587.05,5.7626,598.5752,575.5248,587.2029457,588.5155016,-1.312555938,-0.72197649,-0.590579448,584,574
2021-08-18,568,575,566,540.3917847,43716164,586.5,42.8571,586.5,6.4523,599.4046,573.5954,585.1717233,587.4402793,-2.268556007,-1.031292394,-1.237263613,574,559
2021-08-19,573,573,559,526.2700806,38868947,584.9,31.3953,584.9,8.8133,602.5266,567.2734,581.1453043,585.3335919,-4.188287617,-1.662691438,-2.525596178,559,552
2021-08-20,560,563,551,519.6798706,45614061,583.25,31.0345,583.25,11.4794,606.2088,560.2912,576.6614113,582.864437,-6.203025628,-2.570758276,-3.632267352,552,566
2021-08-23,560,572,559,532.8602295,33685159,582.55,42.7083,582.55,12.0982,606.7464,558.3536,575.0211942,581.6152194,-6.594025203,-3.375411662,-3.218613541,566,572
2021-08-24,574,575,571,538.5089722,24844800,582.15,46.0784,582.15,12.3172,606.7844,557.5156,574.5563951,580.9029809,-6.346585836,-3.969646497,-2.37693934,572,585
2021-08-25,579,585,574,550.7478027,27504657,582.45,52.6316,582.45,12.3095,607.069,557.831,576.1631035,581.2064638,-5.043360283,-4.184389254,-0.858971029,585,594
2021-08-26,601,603,591,559.2207642,43822008,583,54.6218,583,12.5782,608.1564,557.8436,578.9072415,582.1541332,-3.246891712,-3.996889745,0.749998033,594,599
2021-08-27,596,600,593,563.9279785,27105651,583.95,57.8512,583.95,13.0484,610.0468,557.8532,581.9984351,583.4019752,-1.403540077,-3.478219812,2.074679734,599,605
2021-08-30,602,605,599,569.5766602,36575609,584.7,56.4103,584.7,13.8226,612.3452,557.0548,585.5371374,585.0018288,0.535308526,-2.675514144,3.21082267,605,614
2021-08-31,604,614,598,578.0497437,52721470,585.7,58.1967,585.7,15.1869,616.0738,555.3262,589.9160393,587.1498415,2.766197791,-1.587171757,4.353369548,614,613
2021-09-01,614,614,608,577.1083374,30092045,586.55,57.0248,586.55,16.2334,619.0168,554.0832,593.4674179,589.0646681,4.402749804,-0.389187445,4.791937249,613,607
2021-09-02,613,615,607,571.4595947,24112463,587.1,54.3307,587.1,16.7486,620.5972,553.6028,595.5493536,590.3932112,5.156142409,0.719878526,4.436263883,607,620
2021-09-03,610,620,610,583.6984863,51562454,588.55,60.7407,588.55,18.2885,625.127,551.973,599.3109915,592.5863067,6.72468485,1.920839791,4.803845059,620,631
2021-09-06,623,638,621,594.0544434,55589014,590.35,62.6761,590.35,20.5843,631.5186,549.1814,604.1862236,595.4317654,8.75445816,3.287563464,5.466894696,631,623
2021-09-07,634,634,623,586.5227661,26526056,591.95,60.9589,591.95,21.8427,635.6354,548.2646,607.0806507,597.4738569,9.606793851,4.551409542,5.055384309,623,619
2021-09-08,622,627,612,582.757019,37817737,593.4,59.7315,593.4,22.6539,638.7078,548.0922,608.9143968,599.068386,9.846010774,5.610329788,4.235680985,619,619
2021-09-09,612,620,610,582.757019,18735512,595.05,61.3793,595.05,23.2797,641.6094,548.4906,610.466028,600.5448018,9.921226188,6.472509068,3.44871712,619,622
2021-09-10,615,623,614,585.5813599,16304725,597.1,64.3357,597.1,23.7773,644.6546,549.5454,612.2404853,602.1340758,10.10640948,7.19928915,2.907120327,622,615
2021-09-13,619,620,613,578.9911499,15198774,598.65,60.5442,598.65,23.8885,646.427,550.873,612.665026,603.0871072,9.577918783,7.675015076,1.902903706,615,613
2021-09-14,618,618,612,577.1083374,14441901,600.1,59.7315,600.1,23.8325,647.765,552.435,612.7165604,603.8213956,8.895164891,7.919045039,0.976119852,613,607
2021-09-15,610,613,607,571.4595947,23433501,601.75,61.3793,601.75,23.0603,647.8706,555.6294,611.8370896,604.0568477,7.780241872,7.891284406,-0.111042534,607,600
2021-09-16,603,607,599,567.4402466,22467022,603.8,64.9635,603.8,20.7684,645.3368,562.2632,610.0159989,603.7563405,6.259658402,7.564959205,-1.305300803,600,600
2021-09-17,600,610,599,567.4402466,40717715,606.2,68.4615,606.2,16.876,639.952,572.448,608.475076,603.4780931,4.996982939,7.051363952,-2.054381013,600,586
2021-09-22,586,589,583,554.1999512,40642293,607.2,57.6923,607.2,14.8381,636.8762,577.5238,605.017372,602.1834195,2.833952499,6.207881661,-3.373929162,586,588
2021-09-23,588,593,588,556.0913696,21696296,608,56.3492,608,13.1789,634.3578,581.6422,602.3993148,601.1327958,1.266518936,5.219609116,-3.953090181,588,598
2021-09-24,591,598,590,565.5488892,16736973,608.65,55.2846,608.65,12.2744,633.1988,584.1012,601.7224971,600.9007369,0.82176023,4.340039339,-3.518279109,598,602
2021-09-27,600,602,593,569.3317261,19464241,609.05,53.3898,609.05,11.8964,632.8428,585.2572,601.7651899,600.9821638,0.783026084,3.628636688,-2.845610604,602,594
2021-09-28,595,596,592,561.7658081,16707080,608.8,47.9339,608.8,12.1681,633.1362,584.4638,600.5705453,600.4649665,0.105578807,2.924025112,-2.818446305,594,580
2021-09-29,580,583,577,548.5255737,49310524,607.55,40.3101,607.55,13.7591,635.0682,580.0318,597.405846,598.949043,-1.543197023,2.030580685,-3.573777708,580,580
2021-09-30,580,585,575,548.5255737,30465107,605.85,35.8333,605.85,14.9676,635.7852,575.9148,594.7280235,597.5454102,-2.817386668,1.060987214,-3.878373882,580,574
2021-10-01,579,579,571,542.8511353,36704493,603.9,34.4,603.9,16.4538,636.8076,570.9924,591.5390968,595.8013057,-4.262208906,-0.00365201,-4.258556896,574,572
2021-10-04,574,575,569,540.9596558,20957803,602.15,35.5372,602.15,17.9041,637.9582,566.3418,588.5330819,594.0382461,-5.505164119,-1.103954432,-4.401209688,572,572
2021-10-05,562,572,560,540.9596558,33824024,599.75,27.7778,599.75,18.5894,636.9288,562.5712,585.9895309,592.4057834,-6.416252516,-2.166414049,-4.249838467,572,571
2021-10-06,573,574,565,540.0139771,32508846,596.75,19.3878,596.75,18.1162,632.9824,560.5176,583.6834492,590.8201698,-7.136720604,-3.16047536,-3.976245245,571,580
2021-10-07,575,582,572,548.5255737,27933054,594.6,28.2828,594.6,17.3733,629.3466,559.8534,583.1167647,590.0186757,-6.901911037,-3.908762495,-2.993148542,580,575
2021-10-08,582,583,573,543.796875,18279079,592.4,28,592.4,16.9003,626.2006,558.5994,581.8680317,588.9061812,-7.038149569,-4.53463991,-2.503509659,575,575
2021-10-12,570,575,564,543.796875,26522907,590.2,28,590.2,16.1003,622.4006,557.9994,580.8114114,587.8760937,-7.064682327,-5.040648393,-2.024033934,575,571
2021-10-13,572,575,570,540.0139771,18914374,587.65,24.7525,587.65,14.7836,617.2172,558.0828,579.3019635,586.6260127,-7.324049219,-5.497328559,-1.826720661,571,573
2021-10-14,579,579,573,541.9054565,13916927,585.55,28.125,585.55,13.6323,612.8146,558.2854,578.3324307,585.6166785,-7.284247791,-5.854712405,-1.429535386,573,600
2021-10-15,592,600,586,567.4402466,53150216,584.9,44.6281,584.9,12.519,609.938,559.862,581.6659029,586.6821097,-5.01620681,-5.687011286,0.670804476,600,590
2021-10-18,604,604,590,557.9829102,19158568,584.05,43.2,584.05,11.473,606.996,561.104,582.9480717,586.9278793,-3.979807674,-5.345570564,1.36576289,590,600
2021-10-19,598,600,593,567.4402466,17386359,584.05,50,584.05,11.473,606.996,561.104,585.5714452,587.8961846,-2.324739317,-4.741404314,2.416664997,600,598
2021-10-20,603,604,597,565.5488892,16372520,583.95,49.2308,583.95,11.3345,606.619,561.281,587.4835306,588.6446153,-1.161084744,-4.0253404,2.864255656,598,596
2021-10-21,602,603,595,563.6572876,16169014,584.45,54.2373,584.45,11.646,607.742,561.158,588.7937567,589.1894586,-0.39570199,-3.299412718,2.903710728,596,600
2021-10-22,600,602,594,567.4402466,13995403,585.05,55,585.05,12.1373,609.3246,560.7754,590.5177941,589.9902395,0.527554607,-2.534019253,3.06157386,600,593
2021-10-25,597,597,590,560.8201904,16785568,584.8,47.8632,584.8,11.9058,608.6116,560.9884,590.8996719,590.2131847,0.686487215,-1.88991796,2.576405175,593,599
2021-10-26,595,600,593,566.4945679,19998808,584.65,48.7395,584.65,11.6947,608.0394,561.2606,592.1458762,590.8640599,1.281816328,-1.255571102,2.53738743,599,599
2021-10-27,598,599,594,566.4945679,14961858,584.9,52.2523,584.9,11.9556,608.8112,560.9888,593.2003568,591.4667221,1.733634677,-0.657729946,2.391364623,599,595
2021-10-28,598,598,591,562.7116089,16570044,585.65,57.4257,585.65,12.1017,609.8534,561.4466,593.477225,591.7284464,1.748778573,-0.176428242,1.925206815,595,590
2021-10-29,595,596,589,557.9829102,25763960,586.15,54.717,586.15,12.0624,610.2748,562.0252,592.9422673,591.6004134,1.341853949,0.127228196,1.214625753,590,590
2021-11-01,591,593,590,557.9829102,16089351,586.95,58,586.95,11.7405,610.431,563.469,592.4896108,591.4818642,1.007746577,0.303331872,0.704414705,590,592
2021-11-02,594,597,590,559.8744507,15192404,587.95,60,587.95,11.2413,610.4326,565.4674,592.4142861,591.5202447,0.894041411,0.42147378,0.472567631,592,592
2021-11-03,597,597,592,559.8744507,10224009,588.95,60,588.95,10.6201,610.1902,567.7098,592.3505497,591.5557821,0.79476766,0.496132556,0.298635104,592,587
